Time	Entity	Frame	SF	Slot	nodeId	RNTI	bwpId	Harq ID	K1 Delay
0.295929	HARQ FD Txed	29	5	0	1	10	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	9	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	8	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	7	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	6	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	5	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	4	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	2	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	1	0	15	2
0.295929	HARQ FD Txed	29	5	0	1	3	0	15	2
